hp,dp,ap,offH,offD,offA,pnlH,pnlD,pnlA,worstPnl,riskRatio,riskLabel,concLabel
0.0200,0.7500,0.2300,46.000,1.227,4.000,800000,800000,800000,800000,0.9200,good,heavy
0.0200,0.7600,0.2200,46.000,1.211,4.182,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.7700,0.2100,46.000,1.195,4.381,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.7800,0.2000,46.000,1.179,4.600,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.7900,0.1900,46.000,1.165,4.842,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.8000,0.1800,46.000,1.150,5.111,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.8100,0.1700,46.000,1.136,5.412,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.8200,0.1600,46.000,1.122,5.750,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.8300,0.1500,46.000,1.108,6.133,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.8400,0.1400,46.000,1.095,6.571,800000,800000,800000,800000,0.9200,good,heavy
0.0200,0.8500,0.1300,46.000,1.082,7.077,800000,800000,800000,800000,0.9200,good,heavy
0.0200,0.8600,0.1200,46.000,1.070,7.667,800000,800000,800000,800000,0.9200,good,heavy
0.0200,0.8700,0.1100,46.000,1.057,8.364,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.8800,0.1000,46.000,1.045,9.200,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.8900,0.0900,46.000,1.034,10.222,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.9000,0.0800,46.000,1.022,11.500,800000,800000,800000,800000,0.9200,max,extreme
0.0200,0.9100,0.0700,46.000,1.011,13.143,800000,800000,800000,800000,0.9200,good,extreme
0.0200,0.9200,0.0600,46.000,1.010,15.333,800000,708000,800000,708000,0.9292,good,extreme
0.0200,0.9300,0.0500,46.000,1.010,18.400,800000,607000,800000,607000,0.9393,good,extreme
0.0200,0.9400,0.0400,46.000,1.010,23.000,800000,506000,800000,506000,0.9494,good,extreme
0.0200,0.9500,0.0300,46.000,1.010,30.667,800000,405000,800000,405000,0.9595,good,extreme
0.0200,0.9600,0.0200,46.000,1.010,46.000,800000,304000,800000,304000,0.9696,good,extreme
0.0200,0.9700,0.0100,46.000,1.010,92.000,800000,203000,800000,203000,0.9797,good,extreme
0.0200,0.9800,0.0000,46.000,1.010,999.000,800000,102000,10000000,102000,0.9898,thin,extreme
0.0300,0.0000,0.9700,30.667,999.000,1.010,800000,10000000,203000,203000,0.9797,good,extreme
0.0300,0.0100,0.9600,30.667,92.000,1.010,800000,800000,304000,304000,0.9696,good,extreme
0.0300,0.0200,0.9500,30.667,46.000,1.010,800000,800000,405000,405000,0.9595,good,extreme
0.0300,0.0300,0.9400,30.667,30.667,1.010,800000,800000,506000,506000,0.9494,good,extreme
0.0300,0.0400,0.9300,30.667,23.000,1.010,800000,800000,607000,607000,0.9393,good,extreme
0.0300,0.0500,0.9200,30.667,18.400,1.010,800000,800000,708000,708000,0.9292,good,extreme
0.0300,0.0600,0.9100,30.667,15.333,1.011,800000,800000,800000,800000,0.9200,max,extreme
0.0300,0.0700,0.9000,30.667,13.143,1.022,800000,800000,800000,800000,0.9200,good,extreme
0.0300,0.0800,0.8900,30.667,11.500,1.034,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.0900,0.8800,30.667,10.222,1.045,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.1000,0.8700,30.667,9.200,1.057,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.1100,0.8600,30.667,8.364,1.070,800000,800000,800000,800000,0.9200,good,heavy
0.0300,0.1200,0.8500,30.667,7.667,1.082,800000,800000,800000,800000,0.9200,good,heavy
0.0300,0.1300,0.8400,30.667,7.077,1.095,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.1400,0.8300,30.667,6.571,1.108,800000,800000,800000,800000,0.9200,good,heavy
0.0300,0.1500,0.8200,30.667,6.133,1.122,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.1600,0.8100,30.667,5.750,1.136,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.1700,0.8000,30.667,5.412,1.150,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.1800,0.7900,30.667,5.111,1.165,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.1900,0.7800,30.667,4.842,1.179,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.2000,0.7700,30.667,4.600,1.195,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.2100,0.7600,30.667,4.381,1.211,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.2200,0.7500,30.667,4.182,1.227,800000,800000,800000,800000,0.9200,good,heavy
0.0300,0.2300,0.7400,30.667,4.000,1.243,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.2400,0.7300,30.667,3.833,1.260,800000,800000,800000,800000,0.9200,good,heavy
0.0300,0.2500,0.7200,30.667,3.680,1.278,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.2600,0.7100,30.667,3.538,1.296,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.2700,0.7000,30.667,3.407,1.314,800000,800000,800000,800000,0.9200,good,heavy
0.0300,0.2800,0.6900,30.667,3.286,1.333,800000,800000,800000,800000,0.9200,good,moderate
0.0300,0.2900,0.6800,30.667,3.172,1.353,800000,800000,800000,800000,0.9200,good,moderate
0.0300,0.3000,0.6700,30.667,3.067,1.373,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.3100,0.6600,30.667,2.968,1.394,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.3200,0.6500,30.667,2.875,1.415,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.3300,0.6400,30.667,2.788,1.438,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.3400,0.6300,30.667,2.706,1.460,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.3500,0.6200,30.667,2.629,1.484,800000,800000,800000,800000,0.9200,good,moderate
0.0300,0.3600,0.6100,30.667,2.556,1.508,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.3700,0.6000,30.667,2.486,1.533,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.3800,0.5900,30.667,2.421,1.559,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.3900,0.5800,30.667,2.359,1.586,800000,800000,800000,800000,0.9200,good,moderate
0.0300,0.4000,0.5700,30.667,2.300,1.614,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.4100,0.5600,30.667,2.244,1.643,800000,800000,800000,800000,0.9200,good,moderate
0.0300,0.4200,0.5500,30.667,2.190,1.673,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.4300,0.5400,30.667,2.140,1.704,800000,800000,800000,800000,0.9200,good,moderate
0.0300,0.4400,0.5300,30.667,2.091,1.736,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.4500,0.5200,30.667,2.044,1.769,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.4600,0.5100,30.667,2.000,1.804,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.4700,0.5000,30.667,1.957,1.840,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.4800,0.4900,30.667,1.917,1.878,800000,800000,800000,800000,0.9200,max,balanced
0.0300,0.4900,0.4800,30.667,1.878,1.917,800000,800000,800000,800000,0.9200,max,balanced
0.0300,0.5000,0.4700,30.667,1.840,1.957,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.5100,0.4600,30.667,1.804,2.000,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.5200,0.4500,30.667,1.769,2.044,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.5300,0.4400,30.667,1.736,2.091,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.5400,0.4300,30.667,1.704,2.140,800000,800000,800000,800000,0.9200,good,moderate
0.0300,0.5500,0.4200,30.667,1.673,2.190,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.5600,0.4100,30.667,1.643,2.244,800000,800000,800000,800000,0.9200,good,moderate
0.0300,0.5700,0.4000,30.667,1.614,2.300,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.5800,0.3900,30.667,1.586,2.359,800000,800000,800000,800000,0.9200,good,moderate
0.0300,0.5900,0.3800,30.667,1.559,2.421,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.6000,0.3700,30.667,1.533,2.486,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.6100,0.3600,30.667,1.508,2.556,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.6200,0.3500,30.667,1.484,2.629,800000,800000,800000,800000,0.9200,good,moderate
0.0300,0.6300,0.3400,30.667,1.460,2.706,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.6400,0.3300,30.667,1.438,2.788,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.6500,0.3200,30.667,1.415,2.875,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.6600,0.3100,30.667,1.394,2.968,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.6700,0.3000,30.667,1.373,3.067,800000,800000,800000,800000,0.9200,max,moderate
0.0300,0.6800,0.2900,30.667,1.353,3.172,800000,800000,800000,800000,0.9200,good,moderate
0.0300,0.6900,0.2800,30.667,1.333,3.286,800000,800000,800000,800000,0.9200,good,moderate
0.0300,0.7000,0.2700,30.667,1.314,3.407,800000,800000,800000,800000,0.9200,good,heavy
0.0300,0.7100,0.2600,30.667,1.296,3.538,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.7200,0.2500,30.667,1.278,3.680,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.7300,0.2400,30.667,1.260,3.833,800000,800000,800000,800000,0.9200,good,heavy
0.0300,0.7400,0.2300,30.667,1.243,4.000,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.7500,0.2200,30.667,1.227,4.182,800000,800000,800000,800000,0.9200,good,heavy
0.0300,0.7600,0.2100,30.667,1.211,4.381,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.7700,0.2000,30.667,1.195,4.600,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.7800,0.1900,30.667,1.179,4.842,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.7900,0.1800,30.667,1.165,5.111,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.8000,0.1700,30.667,1.150,5.412,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.8100,0.1600,30.667,1.136,5.750,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.8200,0.1500,30.667,1.122,6.133,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.8300,0.1400,30.667,1.108,6.571,800000,800000,800000,800000,0.9200,good,heavy
0.0300,0.8400,0.1300,30.667,1.095,7.077,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.8500,0.1200,30.667,1.082,7.667,800000,800000,800000,800000,0.9200,good,heavy
0.0300,0.8600,0.1100,30.667,1.070,8.364,800000,800000,800000,800000,0.9200,good,heavy
0.0300,0.8700,0.1000,30.667,1.057,9.200,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.8800,0.0900,30.667,1.045,10.222,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.8900,0.0800,30.667,1.034,11.500,800000,800000,800000,800000,0.9200,max,heavy
0.0300,0.9000,0.0700,30.667,1.022,13.143,800000,800000,800000,800000,0.9200,good,extreme
0.0300,0.9100,0.0600,30.667,1.011,15.333,800000,800000,800000,800000,0.9200,max,extreme
0.0300,0.9200,0.0500,30.667,1.010,18.400,800000,708000,800000,708000,0.9292,good,extreme
0.0300,0.9300,0.0400,30.667,1.010,23.000,800000,607000,800000,607000,0.9393,good,extreme
0.0300,0.9400,0.0300,30.667,1.010,30.667,800000,506000,800000,506000,0.9494,good,extreme
0.0300,0.9500,0.0200,30.667,1.010,46.000,800000,405000,800000,405000,0.9595,good,extreme
0.0300,0.9600,0.0100,30.667,1.010,92.000,800000,304000,800000,304000,0.9696,good,extreme
0.0300,0.9700,0.0000,30.667,1.010,999.000,800000,203000,10000000,203000,0.9797,good,extreme
0.0400,0.0000,0.9600,23.000,999.000,1.010,800000,10000000,304000,304000,0.9696,good,extreme
0.0400,0.0100,0.9500,23.000,92.000,1.010,800000,800000,405000,405000,0.9595,good,extreme
0.0400,0.0200,0.9400,23.000,46.000,1.010,800000,800000,506000,506000,0.9494,good,extreme
0.0400,0.0300,0.9300,23.000,30.667,1.010,800000,800000,607000,607000,0.9393,good,extreme
0.0400,0.0400,0.9200,23.000,23.000,1.010,800000,800000,708000,708000,0.9292,good,extreme
0.0400,0.0500,0.9100,23.000,18.400,1.011,800000,800000,800000,800000,0.9200,max,extreme
0.0400,0.0600,0.9000,23.000,15.333,1.022,800000,800000,800000,800000,0.9200,max,extreme
0.0400,0.0700,0.8900,23.000,13.143,1.034,800000,800000,800000,800000,0.9200,good,heavy
0.0400,0.0800,0.8800,23.000,11.500,1.045,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.0900,0.8700,23.000,10.222,1.057,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.1000,0.8600,23.000,9.200,1.070,800000,800000,800000,800000,0.9200,good,heavy
0.0400,0.1100,0.8500,23.000,8.364,1.082,800000,800000,800000,800000,0.9200,good,heavy
0.0400,0.1200,0.8400,23.000,7.667,1.095,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.1300,0.8300,23.000,7.077,1.108,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.1400,0.8200,23.000,6.571,1.122,800000,800000,800000,800000,0.9200,good,heavy
0.0400,0.1500,0.8100,23.000,6.133,1.136,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.1600,0.8000,23.000,5.750,1.150,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.1700,0.7900,23.000,5.412,1.165,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.1800,0.7800,23.000,5.111,1.179,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.1900,0.7700,23.000,4.842,1.195,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.2000,0.7600,23.000,4.600,1.211,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.2100,0.7500,23.000,4.381,1.227,800000,800000,800000,800000,0.9200,good,heavy
0.0400,0.2200,0.7400,23.000,4.182,1.243,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.2300,0.7300,23.000,4.000,1.260,800000,800000,800000,800000,0.9200,good,heavy
0.0400,0.2400,0.7200,23.000,3.833,1.278,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.2500,0.7100,23.000,3.680,1.296,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.2600,0.7000,23.000,3.538,1.314,800000,800000,800000,800000,0.9200,good,heavy
0.0400,0.2700,0.6900,23.000,3.407,1.333,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.2800,0.6800,23.000,3.286,1.353,800000,800000,800000,800000,0.9200,good,moderate
0.0400,0.2900,0.6700,23.000,3.172,1.373,800000,800000,800000,800000,0.9200,good,moderate
0.0400,0.3000,0.6600,23.000,3.067,1.394,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.3100,0.6500,23.000,2.968,1.415,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.3200,0.6400,23.000,2.875,1.438,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.3300,0.6300,23.000,2.788,1.460,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.3400,0.6200,23.000,2.706,1.484,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.3500,0.6100,23.000,2.629,1.508,800000,800000,800000,800000,0.9200,good,moderate
0.0400,0.3600,0.6000,23.000,2.556,1.533,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.3700,0.5900,23.000,2.486,1.559,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.3800,0.5800,23.000,2.421,1.586,800000,800000,800000,800000,0.9200,good,moderate
0.0400,0.3900,0.5700,23.000,2.359,1.614,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.4000,0.5600,23.000,2.300,1.643,800000,800000,800000,800000,0.9200,good,moderate
0.0400,0.4100,0.5500,23.000,2.244,1.673,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.4200,0.5400,23.000,2.190,1.704,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.4300,0.5300,23.000,2.140,1.736,800000,800000,800000,800000,0.9200,good,moderate
0.0400,0.4400,0.5200,23.000,2.091,1.769,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.4500,0.5100,23.000,2.044,1.804,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.4600,0.5000,23.000,2.000,1.840,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.4700,0.4900,23.000,1.957,1.878,800000,800000,800000,800000,0.9200,max,balanced
0.0400,0.4800,0.4800,23.000,1.917,1.917,800000,800000,800000,800000,0.9200,max,balanced
0.0400,0.4900,0.4700,23.000,1.878,1.957,800000,800000,800000,800000,0.9200,max,balanced
0.0400,0.5000,0.4600,23.000,1.840,2.000,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.5100,0.4500,23.000,1.804,2.044,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.5200,0.4400,23.000,1.769,2.091,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.5300,0.4300,23.000,1.736,2.140,800000,800000,800000,800000,0.9200,good,moderate
0.0400,0.5400,0.4200,23.000,1.704,2.190,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.5500,0.4100,23.000,1.673,2.244,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.5600,0.4000,23.000,1.643,2.300,800000,800000,800000,800000,0.9200,good,moderate
0.0400,0.5700,0.3900,23.000,1.614,2.359,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.5800,0.3800,23.000,1.586,2.421,800000,800000,800000,800000,0.9200,good,moderate
0.0400,0.5900,0.3700,23.000,1.559,2.486,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.6000,0.3600,23.000,1.533,2.556,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.6100,0.3500,23.000,1.508,2.629,800000,800000,800000,800000,0.9200,good,moderate
0.0400,0.6200,0.3400,23.000,1.484,2.706,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.6300,0.3300,23.000,1.460,2.788,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.6400,0.3200,23.000,1.438,2.875,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.6500,0.3100,23.000,1.415,2.968,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.6600,0.3000,23.000,1.394,3.067,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.6700,0.2900,23.000,1.373,3.172,800000,800000,800000,800000,0.9200,good,moderate
0.0400,0.6800,0.2800,23.000,1.353,3.286,800000,800000,800000,800000,0.9200,good,moderate
0.0400,0.6900,0.2700,23.000,1.333,3.407,800000,800000,800000,800000,0.9200,max,moderate
0.0400,0.7000,0.2600,23.000,1.314,3.538,800000,800000,800000,800000,0.9200,good,heavy
0.0400,0.7100,0.2500,23.000,1.296,3.680,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.7200,0.2400,23.000,1.278,3.833,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.7300,0.2300,23.000,1.260,4.000,800000,800000,800000,800000,0.9200,good,heavy
0.0400,0.7400,0.2200,23.000,1.243,4.182,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.7500,0.2100,23.000,1.227,4.381,800000,800000,800000,800000,0.9200,good,heavy
0.0400,0.7600,0.2000,23.000,1.211,4.600,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.7700,0.1900,23.000,1.195,4.842,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.7800,0.1800,23.000,1.179,5.111,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.7900,0.1700,23.000,1.165,5.412,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.8000,0.1600,23.000,1.150,5.750,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.8100,0.1500,23.000,1.136,6.133,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.8200,0.1400,23.000,1.122,6.571,800000,800000,800000,800000,0.9200,good,heavy
0.0400,0.8300,0.1300,23.000,1.108,7.077,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.8400,0.1200,23.000,1.095,7.667,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.8500,0.1100,23.000,1.082,8.364,800000,800000,800000,800000,0.9200,good,heavy
0.0400,0.8600,0.1000,23.000,1.070,9.200,800000,800000,800000,800000,0.9200,good,heavy
0.0400,0.8700,0.0900,23.000,1.057,10.222,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.8800,0.0800,23.000,1.045,11.500,800000,800000,800000,800000,0.9200,max,heavy
0.0400,0.8900,0.0700,23.000,1.034,13.143,800000,800000,800000,800000,0.9200,good,heavy
0.0400,0.9000,0.0600,23.000,1.022,15.333,800000,800000,800000,800000,0.9200,max,extreme
0.0400,0.9100,0.0500,23.000,1.011,18.400,800000,800000,800000,800000,0.9200,max,extreme
0.0400,0.9200,0.0400,23.000,1.010,23.000,800000,708000,800000,708000,0.9292,good,extreme
0.0400,0.9300,0.0300,23.000,1.010,30.667,800000,607000,800000,607000,0.9393,good,extreme
0.0400,0.9400,0.0200,23.000,1.010,46.000,800000,506000,800000,506000,0.9494,good,extreme
0.0400,0.9500,0.0100,23.000,1.010,92.000,800000,405000,800000,405000,0.9595,good,extreme
0.0400,0.9600,0.0000,23.000,1.010,999.000,800000,304000,10000000,304000,0.9696,good,extreme
0.0500,0.0000,0.9500,18.400,999.000,1.010,800000,10000000,405000,405000,0.9595,good,extreme
0.0500,0.0100,0.9400,18.400,92.000,1.010,800000,800000,506000,506000,0.9494,good,extreme
0.0500,0.0200,0.9300,18.400,46.000,1.010,800000,800000,607000,607000,0.9393,good,extreme
0.0500,0.0300,0.9200,18.400,30.667,1.010,800000,800000,708000,708000,0.9292,good,extreme
0.0500,0.0400,0.9100,18.400,23.000,1.011,800000,800000,800000,800000,0.9200,max,extreme
0.0500,0.0500,0.9000,18.400,18.400,1.022,800000,800000,800000,800000,0.9200,max,extreme
0.0500,0.0600,0.8900,18.400,15.333,1.034,800000,800000,800000,800000,0.9200,max,heavy
0.0500,0.0700,0.8800,18.400,13.143,1.045,800000,800000,800000,800000,0.9200,good,heavy
0.0500,0.0800,0.8700,18.400,11.500,1.057,800000,800000,800000,800000,0.9200,max,heavy
0.0500,0.0900,0.8600,18.400,10.222,1.070,800000,800000,800000,800000,0.9200,good,heavy
0.0500,0.1000,0.8500,18.400,9.200,1.082,800000,800000,800000,800000,0.9200,good,heavy
0.0500,0.1100,0.8400,18.400,8.364,1.095,800000,800000,800000,800000,0.9200,max,heavy
0.0500,0.1200,0.8300,18.400,7.667,1.108,800000,800000,800000,800000,0.9200,max,heavy
0.0500,0.1300,0.8200,18.400,7.077,1.122,800000,800000,800000,800000,0.9200,max,heavy
0.0500,0.1400,0.8100,18.400,6.571,1.136,800000,800000,800000,800000,0.9200,good,heavy
0.0500,0.1500,0.8000,18.400,6.133,1.150,800000,800000,800000,800000,0.9200,max,heavy
0.0500,0.1600,0.7900,18.400,5.750,1.165,800000,800000,800000,800000,0.9200,max,heavy
